OBJECTID,Station Name,Address,Address2,City,State,Zip,Contact,Contact Title,Phone,Email,Up Date,x,y
147,NEW YORK CITY FIRE DEPARTMENT ENGINE 332 LADDER 175 REST AND CARE UNIT 2,165 BRADFORD STREET, ,BROOKLYN,NY,11207,,,718-965-8312,,,593582.349502763,4503320.92739211
148,ROOSEVELT FIRE DEPARTMENT HOSE COMPANY 3,325 BABYLON TURNPIKE, ,ROOSEVELT,NY,11575,,,516-378-3096,,,619985.168458486,4503353.09205554
149,FIRE ISLAND PINES VOLUNTEER FIRE DEPARTMENT,34 FIRE ISLAND BOULEVARD, ,FIRE ISLAND PINES,NY,11782,,,631-597-6860,,,663103.102654316,4503377.34174427
150,BENNETT PLACE FIRE STATION,BENNETT PL, ,AMITYVILLE,NY,11701,,,,,,633804.564200005,4503385.16729131
151,COPIAGUE FIRE DISTRICT - HEADQUARTERS,320 GREAT NECK ROAD, ,COPIAGUE,NY,11726,,,631-842-1100,,,635738.159964798,4503507.45655128
152,NEW YORK CITY FIRE DEPARTMENT ENGINE 236,998 LIBERTY AVENUE, ,BROOKLYN,NY,11208,,,718-965-8236,,,595263.744604842,4503590.1649822
153,WANTAGH FIRE DEPARTMENT - HEADQUARTERS,3470 PARK AVENUE, ,WANTAGH,NY,11793,,,516-785-0180,,,626432.587932716,4503674.94156201
154,NEW YORK CITY FIRE DEPARTMENT BATTALION 32 ENGINE 202 LADDER 101,31 RICHARDS STREET, ,BROOKLYN,NY,11231,,,718-965-8232,,,583966.790635799,4503745.52679597
155,ROOSEVELT FIRE DEPARTMENT - HEADQUARTERS,56 WEST CENTENNIAL AVENUE, ,ROOSEVELT,NY,11575,,,516-378-3066,,,619075.279547421,4503851.04880625
156,NEW YORK CITY FIRE DEPARTMENT ENGINE 219 LADDER 105,494 DEAN STREET, ,BROOKLYN,NY,11217,,,718-965-8219,,,586716.094559156,4503872.54194011
157,NORTH MERRICK FIRE DEPARTMENT,2095 CAMP AVENUE, ,NORTH MERRICK,NY,11566,,,516-223-4102,,,622161.857936968,4503872.81496819
158,MASSAPEQUA FIRE DEPARTMENT - WEST END STATION,515 HICKSVILLE ROAD, ,MASSAPEQUA,NY,11758,,,516-798-9849,,,628905.781433949,4504096.92411449
159,NEW YORK CITY FIRE DEPARTMENT ENGINE 233 LADDER 176 FIELD COMMAND UNIT,25 ROCKAWAY AVENUE, ,BROOKLYN,NY,11233,,,718-965-8233,,,591991.828032157,4504104.93764043
160,LAKEVIEW FIRE DEPARTMENT,891-895 WOODFIELD ROAD, ,WEST HEMPSTEAD,NY,11552,,,516-766-9869,,,613854.420174453,4504117.80399259
161,BALDWIN FIRE DEPARTMENT - ROSE BOULEVARD STATION,1250 GRAND AVENUE, ,BALDWIN,NY,11510,,,516-223-7670,,,617027.635868981,4504142.65528593
162,NEW YORK CITY FIRE DEPARTMENT LADDER 142 ENGINE 285,103-17 98TH STREET, ,JAMAICA,NY,11417,,,718-476-6285,,,597868.334370951,4504159.13055758
163,LINDENHURST FIRE DEPARTMENT - LANE STREET,64 LANE STREET, ,LINDENHURST,NY,11757,,,631-957-7530,,,638205.674986695,4504205.47133037
164,MASSAPEQUA FIRE AND RESCUE,259 FRONT STREET, ,MASSAPEQUA PARK,NY,11762,,,516-798-9849,,,631050.708168874,4504245.6231486
165,NEW YORK CITY FIRE DEPARTMENT ENGINE 214 LADDER 111,495 HANCOCK STREET, ,BROOKLYN,NY,11233,,,718-965-8214,,,589929.45144158,4504268.28857934
166,NEW YORK CITY FIRE DEPARTMENT BATTALION 51 ENGINE 308 HOSE UNIT 1,107-12 LEFFERTS BOULEVARD, ,JAMAICA,NY,11419,,,718-476-6248,,,599429.594086793,4504333.26389465
167,NEW YORK CITY FIRE DEPARTMENT BATTALION 57 ENGINE 235,206 MONROE STREET, ,BROOKLYN,NY,11216,,,718-965-8357,,,588633.464675164,4504337.62225969
168,ROOSEVELT FIRE DEPARTMENT HOSE COMPANY 1,51 PARK AVENUE, ,ROOSEVELT,NY,11575,,,516-378-3011,,,619601.702993894,4504346.02452026
169,AMITYVILLE FIRE DEPARTMENT,55 WEST OAK STREET, ,AMITYVILLE,NY,11701,,,631-264-1130,,,633414.903536827,4504387.2067434
170,NEW YORK CITY FIRE DEPARTMENT ENGINE 226,409 STATE STREET, ,BROOKLYN,NY,11217,,,718-965-8226,,,585953.04203458,4504514.25460196
171,SOUTH HEMPSTEAD FIRE DEPARTMENT,555 MAY STREET, ,SOUTH HEMPSTEAD,NY,11550,,,516-565-1064,,,616618.542573795,4504595.98300535
172,NORTH BELLMORE FIRE DEPARTMENT TECHNICAL RESCUE TEAM,1500 NEWBRIDGE ROAD, ,NORTH BELLMORE,NY,11710,,,516-409-4700,,,623339.363852059,4504651.69723039
173,NORTH BELLMORE FIRE DISTRICT - SMITHVILLE SOUTH HOOK LADDER AND ENGINE COMPANY 1,1550 NEWBRIDGE ROAD, ,NORTH BELLMORE,NY,11710,,,516-409-4700,,,623387.109133517,4504667.19586329
174,NEW YORK CITY FIRE DEPARTMENT SQUAD 252,617 CENTRAL AVENUE, ,BROOKLYN,NY,11207,,,718-965-8252,,,592255.306794175,4504757.23856758
175,NEW YORK CITY FIRE DEPARTMENT ENGINE 293 THAWING APPARATUS 65,89-40 87TH STREET, ,JAMAICA,NY,11421,,,718-476-6293,,,596670.658882037,4504815.98041358
176,NEW YORK CITY FIRE DEPARTMENT BATTALION 37 ENGINE 222,32 RALPH AVENUE, ,BROOKLYN,NY,11221,,,718-965-8337,,,590880.864425097,4504854.92983889
177,ELMONT FIRE DEPARTMENT - ELMONT ENGINE COMPANY,2019 LINDEN BOULEVARD, ,ELMONT,NY,11003,,,516-354-0844,,,608245.141420243,4504924.10089671
178,COPIAGUE FIRE DISTRICT STATION 1,500 DIXON AVENUE, ,COPIAGUE,NY,11726,,,631-842-1100,,,635156.622828631,4504992.78357506
179,LINDENHURST FIRE DEPARTMENT - HEADQUARTERS,225 SOUTH WELLWOOD AVENUE, ,LINDENHURST,NY,11757,,,631-957-7530,,,637567.935690234,4505082.45682799
180,NEW YORK CITY FIRE DEPARTMENT ENGINE 210,160 CARLTON AVENUE, ,BROOKLYN,NY,11205,,,718-965-8210,,,586772.343964058,4505161.93432285
181,NEW YORK CITY FIRE DEPARTMENT ENGINE 224,274 HICKS STREET, ,BROOKLYN,NY,11201,,,718-965-8224,,,584737.919056573,4505168.63229595
182,NEW YORK CITY FIRE DEPARTMENT ENGINE 217,940 DEKALB AVENUE, ,BROOKLYN,NY,11221,,,718-965-8217,,,589730.110657944,4505182.54670841
183,NEW YORK CITY FIRE DEPARTMENT LADDER 126 ENGINE 303,104-12 PRINCETON STREET, ,JAMAICA,NY,11435,,,718-476-6203,,,600802.979669777,4505420.06383527
184,NEW YORK CITY FIRE DEPARTMENT BATTALION 54 LADDER 165 ENGINE 317,117-11 196TH STREET, ,JAMAICA,NY,11412,,,718-476-6254,,,605143.863081321,4505433.60283309
185,NEW YORK CITY FIRE DEPARTMENT LADDER 133 ENGINE 275,111-36 MERRICK BOULEVARD, ,JAMAICA,NY,11433,,,718-476-6275,,,602985.573461617,4505441.22655297
186,NEW YORK CITY FIRE DEPARTMENT DIVISION 11 BATTALION 31 ENGINE 207 LADDER 110 MAXI WATER,172 TILLARY STREET, ,BROOKLYN,NY,11201,,,718-965-8208,,,585937.530268849,4505446.37292415
187,NEW YORK CITY FIRE DEPARTMENT LADDER 102,850 BEDFORD AVENUE, ,BROOKLYN,NY,11205,,,718-965-8209,,,588154.4308133,4505490.35834596
188,NEW YORK CITY FIRE DEPARTMENT LADDER 143 ENGINE 294,101-02 JAMAICA AVENUE, ,JAMAICA,NY,11418,,,718-476-6294,,,597485.431531085,4505506.41172688
189,LINDENHURST FIRE DEPARTMENT - DELAWARE,100 SOUTH DELAWARE AVENUE, ,LINDENHURST,NY,11757,,,631-957-7530,,,638221.242098273,4505525.99708993
190,NEW YORK CITY FIRE DEPARTMENT DIVISION 13 SQUAD 270,91-45 121ST STREET, ,JAMAICA,NY,11418,,,718-476-7320,,,599200.14871983,4505594.96011859
191,WEST BABYLON VOLUNTEER FIRE DEPARTMENT STATION 3,101 GREAT EAST NECK ROAD, ,WEST BABYLON,NY,11704,,,631-669-9822,,,639904.06689602,4505600.8665981
192,UNIONDALE FIRE DEPARTMENT BROOKSIDE ENGINE COMPANY 2,577 PARK AVENUE, ,UNIONDALE,NY,11553,,,516-481-8411,,,618440.265902252,4505613.09342111
193,NEW YORK CITY FIRE DEPARTMENT ENGINE 277 LADDER 112,582 KNICKERBOCKER AVENUE, ,BROOKLYN,NY,11221,,,718-965-8277,,,591697.321506795,4505620.69448891
194,DAVIS PARK FIRE DEPARTMENT,1 TRUSTEES WALK, ,PATCHOGUE,NY,11772,,,631-597-6024,,,668674.399969431,4505662.90550466
195,NEW YORK CITY FIRE DEPARTMENT ENGINE 230,701 PARK AVENUE, ,BROOKLYN,NY,11206,,,718-965-8230,,,588919.825169071,4505772.09975632
196,NEW YORK CITY FIRE DEPARTMENT ENGINE 218,650 HART STREET, ,BROOKLYN,NY,11221,,,718-965-8218,,,590686.691446159,4505820.8956294
197,HEMPSTEAD FIRE DEPARTMENT - SOUTHSIDE FIREHOUSE,59 LONG BEACH ROAD, ,HEMPSTEAD,NY,11550,,,516-486-0311,,,616832.909458092,4505851.46691856
198,NEW YORK CITY FIRE DEPARTMENT ENGINE 205 LADDER 118,74 MIDDAGH STREET, ,BROOKLYN,NY,11201,,,718-965-8205,,,585135.215317256,4505945.66066278
199,LINDENHURST FIRE DEPARTMENT - 39TH STREET,132 39TH STREET, ,LINDENHURST,NY,11757,,,631-957-7530,,,636679.141987089,4505951.35396559
200,WANTAGH FIRE DEPARTMENT STATION 4,1191 ALKEN AVENUE, ,SEAFORD,NY,11783,,,516-785-0180,,,627355.391373251,4506021.186757
201,NORTH AMITYVILLE FIRE COMPANY INCORPORATED - HEADQUARTERS,601 NORTH BROADWAY, ,AMITYVILLE,NY,11701,,,631-789-2982,,,633231.386707586,4506049.15875959
202,NEW YORK CITY FIRE DEPARTMENT ENGINE 211 LADDER 119 FORENSIC UNIT,26 HOOPER STREET, ,BROOKLYN,NY,11211,,,718-965-8211,,,587666.679971738,4506115.11605519
203,NASSAU COUNTY FIRE MARSHALS OFFICE,899 JERUSALEM AVENUE, ,UNIONDALE,NY,11553,,,516-572-1001,,,619549.768055123,4506157.48181063
204,NEW YORK CITY FIRE DEPARTMENT LADDER 135 ENGINE 286,66-44 MYRTLE AVENUE, ,RIDGEWOOD,NY,11385,,,718-476-6286,,,594056.525124214,4506185.12271954
205,ELMONT FIRE DEPARTMENT - ELMONT EAST END CHEMICAL ENGINE AND HOSE COMPANY,301 MEACHAM AVENUE, ,ELMONT,NY,11003,,,516-354-0844,,,610639.861135487,4506279.81807834
206,NEW YORK CITY FIRE DEPARTMENT ENGINE 4 LADDER 15 - DECON UNIT,42 SOUTH STREET, ,MANHATTAN,NY,10005,,,212-570-4204,,,583825.768331948,4506337.87102749
207,BABYLON FIRE DEPARTMENT - HEADQUARTERS,153 WEST MAIN STREET, ,BABYLON,NY,11702,,,631-669-1600,,,641432.356164898,4506364.75177887
208,ARGYLE HOSE COMPANY,1 HIGHLAND PL, ,BABYLON,NY,11702,,,,,,640612.930652455,4506367.10000153
209,NEW YORK CITY FIRE DEPARTMENT BATTALION 28 ENGINE 271 LADDER 124,392 HIMROD STREET, ,BROOKLYN,NY,11237,,,718-965-8328,,,591572.326508713,4506422.08505532
210,NEW YORK CITY FIRE DEPARTMENT MARINE BATTALION MARINE 6 SAFETY BATTALION 1,RAILROAD AVENUUE,BUILDING 292,BROOKLYN,NY,11205,,,212-722-3413,,,586872.302202986,4506538.32514383
211,NEW YORK CITY FIRE DEPARTMENT ENGINE 237,43 MORGAN AVENUE, ,BROOKLYN,NY,11237,,,718-965-8237,,,590225.937305479,4506592.33444055
212,HEMPSTEAD FIRE DEPARTMENT - JERUSALEM STATION,142 JERUSALEM AVENUE, ,HEMPSTEAD,NY,11550,,,516-486-0311,,,617250.560460029,4506606.25672902
213,NORTH BELLMORE FIRE DISTRICT - ENGINE AND RESCUE COMPANY 2,829 NEWBRIDGE ROAD, ,NORTH BELLMORE,NY,11710,,,516-409-4700,,,622993.03865614,4506664.65038786
214,NEW YORK CITY FIRE DEPARTMENT BATTALION 35 ENGINE 216 LADDER 108,187 UNION AVENUE, ,BROOKLYN,NY,11211,,,718-965-8335,,,588644.485508339,4506695.39581932
215,ELMONT FIRE DEPARTMENT HOOK AND LADDER COMPANY 2 HEADQUARTERS,95 LEHRER AVENUE, ,ELMONT,NY,11003,,,516-354-0844,,,610144.571445803,4506760.26816905
216,UNIONDALE FIRE DEPARTMENT - HEADQUARTERS,501 UNIONDALE AVENUE, ,UNIONDALE,NY,11553,,,516-481-8411,,,618906.289895345,4506761.59548827
217,VILLAGE OF HEMPSTEAD VOLUNTEER FIRE DEPARTMENT - WEST END FIREHOUSE,108 FRONT STREET, ,HEMPSTEAD,NY,11550,,,516-486-0311,,,615562.771721559,4506766.45365369
218,UNIONDALE FIRE DEPARTMENT PROTECTION LADDER COMPANY 4,459 UNIONDALE AVENUE, ,UNIONDALE,NY,11553,,,516-481-8411,,,618904.17495547,4506828.63899536
219,WEST BABYLON VOLUNTEER FIRE DEPARTMENT - HEADQUARTERS,126 ARNOLD AVENUE, ,WEST BABYLON,NY,11704,,,631-669-9822,,,639836.432413733,4506834.4710778
220,WEST HEMPSTEAD FIRE DISTRICT,295 HEMPSTEAD TURNPIKE, ,WEST HEMPSTEAD,NY,11552,,,516-486-8846,,,614071.916330922,4506864.32472825
221,ELMONT FIRE DEPARTMENT - BELMONT CHEMICAL AND ENGINE COMPANY,GOTHAM AVENUE, ,ELMONT,NY,11003,,,516-354-0844,,,608463.351095268,4506911.00953848
222,WANTAGH FIRE DEPARTMENT STATION 2,844 WANTAGH AVENUE, ,WANTAGH,NY,11793,,,516-785-0180,,,626294.288640991,4506915.11413689
223,ELMONT FIRE DEPARTMENT - BELMONT HOOK AND LADDER COMPANY 1,ELMONT ROAD, ,ELMONT,NY,11003,,,516-354-0844,,,608981.817496598,4506964.02408494
224,FRANKLIN SQUARE AND MUNSON FIRE DISTRICT,841 LIBERTY PLACE, ,FRANKLIN SQUARE,NY,11010,,,516-354-2110,,,612270.155884037,4506980.24031438
225,NEW YORK CITY FIRE DEPARTMENT BATTALION 50 LADDER 127 ENGINE 298,153-11 HILLSIDE AVENUE, ,JAMAICA,NY,11432,,,718-476-6250,,,601012.90180781,4506987.50845679
226,NEW YORK CITY FIRE DEPARTMENT ENGINE 10 LADDER 10,124 LIBERTY STREET, ,MANHATTAN,NY,10006,,,212-570-4210,,,583405.110336044,4507012.90613387
227,NEW YORK CITY FIRE DEPARTMENT ENGINE 6,49 BEEKMAN STREET, ,MANHATTAN,NY,10038,,,212-570-4206,,,584014.111235926,4507036.51780185
228,BABYLON FIRE DEPARTMENT STATION 2,CEDAR STREET, ,BABYLON,NY,11702,,,631-669-1600,,,641995.777466287,4507120.0361715
229,NORTH MASSAPEQUA FIRE DEPARTMENT STATION 2,929 HICKSVILLE ROAD, ,SEAFORD,NY,11783,,,516-520-1410,,,628117.101706574,4507161.66148957
230,ELMONT FIRE DEPARTMENT - ELMONT ENGINE AND HOSE COMPANY,36 PLAINFIELD AVENUE, ,ELMONT,NY,11003,,,516-354-0844,,,608985.45095306,4507265.77392366
231,HEMPSTEAD FIRE DEPARTMENT - HEADQUARTERS,75 CLINTON STREET, ,HEMPSTEAD,NY,11550,,,516-478-6363,,,616607.551610988,4507309.32272157
232,NORTH AMITYVILLE FIRE COMPANY INCORPORATED - SUBSTATION,63 MILLER AVENUE, ,AMITYVILLE,NY,11701,,,631-789-2982,,,634206.519177953,4507391.54463175
233,VILLAGE OF HEMPSTEAD VOLUNTEER FIRE DEPARTMENT - EAST END FIREHOUSE,10 HOLLY AVENUE, ,HEMPSTEAD,NY,11550,,,516-486-0311,,,617801.682595664,4507399.29123983
234,NORTH MASSAPEQUA FIRE DEPARTMENT - HEADQUARTERS,1000 NORTH BROADWAY, ,NORTH MASSAPEQUA,NY,11758,,,516-579-0900,,,630033.492582835,4507408.90580756
235,NORTH LINDENHURST VOLUNTEER FIRE DEPARTMENT,1630 STRAIGHT PATH, ,NORTH LINDENHURST,NY,11757,,,631-226-9783,,,636316.504265631,4507423.06407378
236,NEW YORK CITY FIRE DEPARTMENT ENGINE 221 LADDER 104,161 SOUTH 2ND STREET, ,BROOKLYN,NY,11211,,,718-965-8221,,,587750.453286518,4507435.61597243
237,VILLAGE OF HEMPSTEAD VOLUNTEER FIRE DEPARTMENT - VICTORY FIREHOUSE,130 JACKSON STREET, ,HEMPSTEAD,NY,11550,,,516-486-0311,,,616007.074570778,4507441.77066708
238,NEW YORK CITY FIRE DEPARTMENT ENGINE 319,78-11 67TH ROAD, ,MIDDLE VILLAGE,NY,11379,,,718-476-6219,,,595029.994198779,4507459.23116202
239,NEW YORK CITY FIRE DEPARTMENT LADDER 140 ENGINE 291,56-07 METROPOLITAN AVENUE, ,RIDGEWOOD,NY,11385,,,718-476-6291,,,592348.980038756,4507481.18809411
240,WEST ISLIP FIRE DEPARTMENT - HEADQUARTERS,309 UNION BOULEVARD, ,WEST ISLIP,NY,11795,,,631-661-6440,,,643145.261917621,4507578.38652546
241,EAST MEADOW FIRE DEPARTMENT STATION 2,598 EAST MEADOW AVENUE, ,EAST MEADOW,NY,11554,,,516-542-0582,,,622084.759210949,4507587.00280452
242,NEW YORK CITY FIRE DEPARTMENT BATTALION 1 ENGINE 7 LADDER 1,100 DUANE STREET, ,MANHATTAN,NY,10007,,,212-570-4301,,,583930.934908614,4507631.93217109
243,NEW YORK CITY FIRE DEPARTMENT ENGINE 9 LADDER 6 SATELLITE 1,75 CANAL STREET, ,MANHATTAN,NY,10002,,,212-570-4209,,,585068.248595333,4507652.25198653
244,NEW YORK CITY FIRE DEPARTMENT ENGINE 206 FOAM APPARATUS 206,1201 GRAND STREET, ,BROOKLYN,NY,11211,,,718-965-8206,,,590531.205632545,4507705.16489392
245,NEW YORK CITY FIRE DEPARTMENT BATTALION 4 ENGINE 15 LADDER 18,25 PITT STREET, ,MANHATTAN,NY,10002,,,212-570-4334,,,585819.242846514,4507775.56651357
246,NEW YORK CITY FIRE DEPARTMENT LADDER 150 ENGINE 301,91-04 197TH STREET, ,JAMAICA,NY,11423,,,718-476-6201,,,604475.880840789,4507795.70237782
247,SOUTH FLORAL PARK FIRE DEPARTMENT,383 ROQUETTE AVENUE, ,SOUTH FLORAL PARK,NY,11001,,,516-354-7833,,,609787.849369489,4507839.15888373
248,UNIONDALE FIRE DEPARTMENT - SHERMAN VAN NESS STATION,154 UNIONDALE AVENUE, ,UNIONDALE,NY,11553,,,516-481-8411,,,618791.357094854,4507874.17777115
249,NEW YORK CITY FIRE DEPARTMENT ENGINE 229 LADDER 146,75 RICHARDSON STREET, ,BROOKLYN,NY,11211,,,718-965-8229,,,588764.094931977,4508052.34502015
250,NEW YORK CITY FIRE DEPARTMENT LADDER 162 ENGINE 304,218-44 97TH AVENUE, ,JAMAICA,NY,11429,,,718-476-6204,,,606766.078409197,4508099.10956987
251,NEW YORK CITY FIRE DEPARTMENT LADDER 8,14 NORTH MOORE STREET, ,MANHATTAN,NY,10013,,,212-570-4308,,,583897.824559436,4508100.02132387
252,NEW YORK CITY FIRE DEPARTMENT LADDER 151 ENGINE 305,111-02 QUEENS BOULEVARD, ,FOREST HILLS,NY,11375,,,718-476-6205,,,598166.942650705,4508122.64256064
253,NEW YORK CITY FIRE DEPARTMENT ENGINE 55,363 BROOME STREET, ,MANHATTAN,NY,10013,,,212-570-4255,,,584813.014110499,4508139.07690791
254,EAST MEADOW FIRE DEPARTMENT STATION 1,340 EAST MEADOW AVENUE, ,EAST MEADOW,NY,11554,,,516-542-0591,,,621555.17211167,4508147.81882512
255,NEW YORK CITY FIRE DEPARTMENT LADDER 125 ENGINE 315,159-06 UNION TURNPIKE, ,FRESH MEADOWS,NY,11366,,,718-476-6215,,,600693.562522491,4508369.94049552
256,NEW YORK CITY FIRE DEPARTMENT ENGINE 28 LADDER 11,222 EAST 2ND STREET, ,MANHATTAN,NY,10009,,,212-570-4228,,,585930.665379297,4508380.64600277
257,STEWART MANOR FIRE DEPARTMENT,120 COVERT AVENUE, ,STEWART MANOR,NY,11530,,,516-354-0880,,,610755.026652767,4508413.06751464
258,NEW YORK CITY FIRE DEPARTMENT DIVISION 1 LADDER 20 UNIT 1,253 LAFAYETTE STREET, ,MANHATTAN,NY,10012,,,212-570-4365,,,584740.043434309,4508477.22483488
259,EAST MEADOW FIRE DEPARTMENT - HEADQUARTERS,197 EAST MEADOW AVENUE, ,EAST MEADOW,NY,11554,,,516-542-0581,,,621361.262387696,4508574.32834653
260,FLORAL PARK FIRE DEPARTMENT STATION 3,ATLANTIC AVENUE, ,FLORAL PARK,NY,11001,,,516-326-6400,,,608218.010920458,4508616.50953248
261,BELLEROSE FIRE DEPARTMENT,50 SUPERIOR ROAD, ,BELLEROSE,NY,11001,,,516-358-2960,,,608419.898627928,4508759.43652057
262,BELLEROSE TERRACE FIRE DEPARTMENT,243RD STREET, ,BELLEROSE,NY,11426,,,516-354-8419,,,607755.157463283,4508777.80862084
263,SOUTH FARMINGDALE FIRE DEPARTMENT - HEADQUARTERS,819 SOUTH MAIN STREET, ,SOUTH FARMINGDALE,NY,11735,,,516-249-8855,,,631860.665565182,4508809.03175402
264,EAST FARMINGDALE VOLUNTEER FIRE COMPANY STATION 2,1062 WELLWOOD AVENUE, ,WEST BABYLON,NY,11704,,,631-249-0474,,,635710.393113982,4508841.63088246
265,WEST BABYLON VOLUNTEER FIRE DEPARTMENT STATION 2,1033 HERZEL BOULEVARD, ,WEST BABYLON,NY,11704,,,631-669-9822,,,637395.892483299,4508877.10810863
266,FLORAL PARK FIRE DEPARTMENT - MAIN STATION,1 FLORAL BOULEVARD, ,FLORAL PARK,NY,11001,,,516-326-6328,,,609291.9386685,4508914.66943183
267,NEW YORK CITY FIRE DEPARTMENT HAZ-MAT 1 SQUAD 288,56-29 68TH STREET, ,MASPETH,NY,11378,,,718-476-6288,,,593212.562951621,4508936.77809531
268,NEW YORK CITY FIRE DEPARTMENT ENGINE 33 LADDER 9,42 GREAT JONES STREET, ,MANHATTAN,NY,10012,,,212-570-4233,,,585079.516227625,4508937.80820033
269,LEVITTOWN FIRE DEPARTMENT - HEADQUARTERS,120 GARDINERS AVENUE, ,LEVITTOWN,NY,11756,,,516-731-5800,,,625352.767664882,4509027.14533941
270,GARDEN CITY FIRE DEPARTMENT STATION 2,148 STEWART AVENUE, ,GARDEN CITY,NY,11530,,,516-746-1301,,,612151.447289738,4509033.43797818
271,NEW YORK CITY FIRE DEPARTMENT BATTALION 2 ENGINE 24 LADDER 5,227 6TH AVENUE, ,MANHATTAN,NY,10014,,,212-570-4224,,,584148.999266233,4509048.76538897
272,NEW YORK CITY FIRE DEPARTMENT MARINE 1,353 WEST STREET,PIER 40,MANHATTAN,NY,10014,,,212-570-4287,,,583506.20544238,4509191.27422523
273,BAY SHORE FIRE DEPARTMENT STATION 1,UNION BOULEVARD, ,BAY SHORE,NY,11706,,,631-665-4227,,,646657.705268999,4509200.94440845
274,BETHPAGE FIRE DISTRICT COMPANY 5,5 UNION AVENUE, ,BETHPAGE,NY,11714,,,516-933-6300,,,627920.660400539,4509232.93112708
275,GREAT RIVER FIRE DEPARTMENT,108 RIVER ROAD, ,GREAT RIVER,NY,11739,,,631-277-5837,,,656123.379302243,4509251.87534962
276,GARDEN CITY FIRE DEPARTMENT - HEADQUARTERS,347 STEWART AVENUE, ,GARDEN CITY,NY,11530,,,516-746-1301,,,615114.485936583,4509297.8911624
277,NEW YORK CITY FIRE DEPARTMENT ENGINE 238 LADDER 106 FOAM TENDER 1,205 GREENPOINT AVENUE, ,BROOKLYN,NY,11222,,,718-965-8238,,,588569.224367511,4509396.26104024
278,GARDEN CITY FIRE DEPARTMENT STATION 3,87 CLINTON ROAD, ,GARDEN CITY,NY,11530,,,516-746-1301,,,616449.878033829,4509428.13134281
279,NEW YORK CITY FIRE DEPARTMENT ENGINE 5,340 EAST 14TH STREET, ,MANHATTAN,NY,10003,,,212-570-4205,,,585843.710327589,4509447.31661779
280,FLORAL PARK FIRE DEPARTMENT STATION 2,5 HOLLAND AVENUE, ,FLORAL PARK,NY,11001,,,516-326-6400,,,609674.981961691,4509562.21337336
281,NEW YORK CITY FIRE DEPARTMENT BATTALION 6 LADDER 3,108 EAST 13TH STREET, ,MANHATTAN,NY,10003,,,212-570-4336,,,585331.73575139,4509618.61502165
282,SOUTH FARMINGDALE FIRE DEPARTMENT STATION 2,44 BEVERLY ROAD, ,FARMINGDALE,NY,11735,,,516-249-1997,,,630174.367854616,4509619.50609201
283,NEW HYDE PARK FIRE DISTRICT - PROTECTION ENGINE COMPANY,SOUTH 5TH STREET, ,NEW HYDE PARK,NY,11040,,,516-437-1349,,,610626.686803113,4509692.27603902
284,NEW YORK CITY FIRE DEPARTMENT SQUAD 18,132 WEST 10TH STREET, ,MANHATTAN,NY,10014,,,212-570-4218,,,584405.667905891,4509755.78291664
285,NORTH BABYLON VOLUNTEER FIRE COMPANY INCORPORATED STATION 1 - HEADQUARTERS / NORTH BABYLON VOLUNTEER FIRE COMPANY INCORPORATED STATION 4,20 HALE ROAD, ,NORTH BABYLON,NY,11703,,,631-669-0422,,,641799.497533118,4509826.46877142
286,NORTH BABYLON VOLUNTEER FIRE COMPANY INCORPORATED STATION 2,397 BELMONT AVENUE, ,BABYLON,NY,11704,,,631-661-2610,,,639715.092121478,4509827.42798606
287,FLORAL PARK CENTRE FIRE DEPARTMENT,94 MCKEE STREET, ,FLORAL PARK,NY,11001,,,516-775-4127,,,610013.50225687,4509937.07442062
288,NEW YORK CITY FIRE DEPARTMENT BATTALION 45 LADDER 128 ENGINE 259,33-51 GREENPOINT AVENUE, ,LONG ISLAND CITY,NY,11101,,,718-476-6245,,,590078.816055793,4510037.06562706
289,FARMINGDALE FIRE DEPARTMENT,361 MAIN STREET, ,FARMINGDALE,NY,11735,,,516-531-9820,,,631299.212954125,4510072.60836646
290,LEVITTOWN FIRE DEPARTMENT STATION 3,NORTH WANTAGH AVENUE, ,LEVITTOWN,NY,11756,,,516-731-5800,,,627003.880490641,4510078.35661587
291,ISLIP FIRE DEPARTMENT STATION 1,28 MONELL AVENUE, ,ISLIP,NY,11751,,, ,,,650746.905758115,4510098.18309755
292,NEW YORK CITY FIRE DEPARTMENT BATTALION 46 LADDER 136 ENGINE 287,86-53 GRAND AVENUE, ,ELMHURST,NY,11373,,,718-476-6246,,,594662.733835696,4510105.16418777
293,NEW HYDE PARK FIRE DEPARTMENT,1555 JERICHO TURNPIKE, ,NEW HYDE PARK,NY,11040,,,516-437-1349,,,611601.638159375,4510108.09060817
294,LEVITTOWN FIRE DEPARTMENT STATION 2,HICKORY LANE, ,LEVITTOWN,NY,11756,,,516-731-5800,,,625004.377334445,4510134.6344961
295,NEW YORK CITY FIRE DEPARTMENT ENGINE 14,14 EAST 18TH STREET, ,MANHATTAN,NY,10003,,,212-570-4214,,,585191.630068385,4510156.21392064
296,BAY SHORE FIRE DEPARTMENT - HEADQUARTERS,195 FIFTH AVENUE, ,BAY SHORE,NY,11706,,,631-665-4227,,,646947.765424793,4510170.82493325
297,EAST MEADOW FIRE DEPARTMENT STATION 3,340 NEWBRIDGE ROAD, ,LEVITTOWN,NY,11756,,,516-542-0583,,,623385.78080754,4510174.90771955
